movieId_ref,tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,action,adult,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,history,horror,romance,sci-fi,thriller,war,western,directors,writers,actors,averageRating,numVotes
6276,tt0316356,Open Range,Open Range,0,2003,139,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,nm0000126,"nm0656842,nm0998086","['nm0000126', 'nm0000380', 'nm0526019', 'nm0072344']",7.5,61439.0
6277,tt0286112,Shaolin Soccer,Siu Lam juk kau,0,2001,113,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,nm0159507,"nm0159507,nm0874683,nm0298676,nm1385080,nm0359584,nm4932610","['nm0159507', 'nm0939431', 'nm0628806']",7.3,67739.0
6278,tt0263757,Uptown Girls,Uptown Girls,0,2003,92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,nm0945026,"nm0196932,nm0644806,nm0203183,nm0414324",['nm0817980'],6.1,32799.0
6279,tt0305206,American Splendor,American Splendor,0,2003,101,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"nm0700301,nm0075849","nm0670688,nm1202074,nm0075849,nm0700301","['nm0316079', 'nm0670688', 'nm1423738']",7.5,45318.0
6280,tt0309326,The Backyard,The Backyard,0,2002,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,nm0396426,nm0396426,['nm0396426'],7.2,621.0
6281,tt0280523,Carnage,Carnages,0,2002,130,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,nm0322479,nm0322479,['nm0303826'],6.2,666.0
6282,tt0285879,Passionada,Passionada,0,2002,108,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,nm0006959,"nm0996424,nm0997145,nm0997146",['nm0005042'],6.2,1245.0
6283,tt0313911,Agent Cody Banks,Agent Cody Banks,0,2003,102,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0958969,"nm1005420,nm0826714,nm0018735,nm0438989,nm1155510","['nm0005260', 'nm0290075']",5.1,30519.0
6284,tt0109369,Camp Nowhere,Camp Nowhere,0,1994,96,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,nm0697676,"nm0476065,nm0906997","['nm0005044', 'nm0000502', 'nm0003289', 'nm0778642']",6.0,8052.0
6285,tt0106536,The Cemetery Club,The Cemetery Club,0,1993,106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0004886,nm0578771,['nm0000732'],5.9,695.0
6286,tt0115865,Changing Habits,Changing Habits,0,1997,95,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,nm0744922,nm0429220,['nm0624510'],5.8,294.0
6287,tt0045888,House of Wax,House of Wax,0,1953,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,nm0211964,"nm0928108,nm0067676","['nm0001637', 'nm0522481']",7.1,14250.0
6288,tt0051776,The Inn of the Sixth Happiness,The Inn of the Sixth Happiness,0,1958,158,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,nm0733476,"nm0501973,nm0121254","['nm0232196', 'nm0432007', 'nm0203008']",7.3,4100.0
6289,tt0107504,Man's Best Friend,Man's Best Friend,0,1993,87,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,nm0480843,nm0480843,"['nm0000448', 'nm0182456', 'nm0499791']",5.1,3555.0
6290,tt0086036,Of Unknown Origin,Of Unknown Origin,0,1983,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,nm0181902,"nm0673863,nm0846532","['nm0000693', 'nm0199325', 'nm0920564']",6.2,2382.0
6291,tt0110891,Royal Deceit,Prince of Jutland,0,1994,103,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0002196,"nm0002196,nm0458069,nm0334550","['nm0000321', 'nm0000288', 'nm0004051']",5.8,1843.0
6292,tt0093840,Rowing with the Wind,Remando al viento,0,1988,126,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,nm0840779,nm0840779,"['nm0000424', 'nm0670893']",6.0,835.0
6293,tt0098160,The Rachel Papers,The Rachel Papers,0,1989,95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,nm0364578,"nm0364578,nm0025007","['nm0002077', 'nm0000596', 'nm0000652']",6.1,1723.0
6294,tt0090103,The Sure Thing,The Sure Thing,0,1985,100,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,nm0001661,"nm0089237,nm0731271","['nm0000131', 'nm0000381', 'nm0301305']",7.0,17638.0
6295,tt0092085,Thrashin',Thrashin',0,1986,93,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,nm0200597,"nm0114399,nm0755286","['nm0000982', 'nm0750852', 'nm0565029']",6.7,3187.0
6296,tt0086525,Valley Girl,Valley Girl,0,1983,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,nm0004838,"nm0485229,nm0186988","['nm0000115', 'nm0100889']",6.4,11740.0
6297,tt0062467,Wait Until Dark,Wait Until Dark,0,1967,108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,nm0950109,"nm0461425,nm0140588,nm0358568","['nm0000273', 'nm0001077', 'nm0956544']",7.8,24793.0
6298,tt0108557,Where the Rivers Flow North,Where the Rivers Flow North,0,1993,106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0186610,"nm0608669,nm0106622,nm0186610","['nm0001800', 'nm0713209', 'nm0546797']",6.8,441.0
6299,tt0216625,Code Unknown,Code inconnu: Récit incomplet de divers voyages,0,2000,118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0359734,nm0359734,"['nm0627245', 'nm0081547', 'nm0357649']",7.2,10418.0
6300,tt0102915,Showdown in Little Tokyo,Showdown in Little Tokyo,0,1991,79,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,nm0504495,"nm0321739,nm0105585","['nm0000185', 'nm0000488', 'nm0846480']",6.1,14810.0
6301,tt0046438,Tokyo Story,Tôkyô monogatari,0,1953,136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0654868,"nm0633792,nm0654868","['nm0753479', 'nm0945522']",8.2,42889.0
6302,tt0091830,Summer,Le rayon vert,0,1986,99,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,nm0006445,"nm0729691,nm0006445",['nm0310327'],7.8,5265.0
6303,tt0066434,THX 1138,THX 1138,0,1971,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,nm0000184,"nm0000184,nm0004555","['nm0000380', 'nm0000587', 'nm0171824']",6.8,44236.0
6304,tt0062430,Valley of the Dolls,Valley of the Dolls,0,1967,123,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,nm0733476,"nm0839797,nm0222079,nm0455510",['nm0121826'],6.0,6523.0
6305,tt0303313,The Business of Fancydancing,The Business of Fancydancing,0,2002,103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0018963,nm0018963,"['nm0010963', 'nm1100485', 'nm1073108']",6.9,478.0
6306,tt0245837,Chunhyang,Chunhyangdyun,0,2000,120,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,nm0407990,"nm0158646,nm0437620,nm0453623","['nm0158648', 'nm0453696', 'nm0453455']",7.3,1506.0
6307,tt0054412,Tunes of Glory,Tunes of Glory,0,1960,107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0623768,nm0447860,"['nm0000027', 'nm0590055', 'nm0696866']",7.7,3052.0
6308,tt0041546,Kind Hearts and Coronets,Kind Hearts and Coronets,0,1949,106,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,nm0357607,"nm0395170,nm0357607,nm0226538,nm0593867","['nm0696866', 'nm0000027']",8.1,31552.0
6309,tt0280438,Ash Wednesday,Ash Wednesday,0,2002,99,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,nm0122653,nm0122653,"['nm0122602', 'nm0748228', 'nm0191907', 'nm0000704']",5.9,2803.0
6310,tt0068768,Joe Kidd,Joe Kidd,0,1972,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,nm0836328,nm0001465,"['nm0000142', 'nm0000380', 'nm0768334', 'nm0835144']",6.5,14912.0
6311,tt0085780,The Keep,The Keep,0,1983,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,nm0000520,"nm0933393,nm0000520","['nm0001277', 'nm0005212', 'nm0001638']",5.8,9748.0
6312,tt0057215,Atragon,Kaitei gunkan,0,1963,94,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,nm0393094,"nm0782883,nm0651904,nm0464608","['nm0847396', 'nm0297741', 'nm0756292']",6.1,731.0
6313,tt0050251,The Mysterians,Chikyû Bôeigun,0,1957,89,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,nm0393094,"nm0454119,nm0645461,nm0443227","['nm0756292', 'nm0386284']",6.3,1173.0
6314,tt0051381,Attack of the Puppet People,Attack of the Puppet People,0,1958,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,nm0330026,"nm0946753,nm0330026","['nm0000730', 'nm0398466']",4.7,1747.0
6315,tt0045546,"The Beast from 20,000 Fathoms","The Beast from 20,000 Fathoms",0,1953,80,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,nm0522123,"nm0605215,nm0293750,nm0001969,nm0416393,nm0522123,nm0809731","['nm0007098', 'nm0445523', 'nm0864851']",6.7,5955.0
6316,tt0078721,10,10,0,1979,122,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,nm0001175,nm0001175,"['nm0001545', 'nm0916434']",6.0,13924.0
6317,tt0100814,Tremors,Tremors,0,1990,96,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,nm0881038,"nm0934093,nm0534681,nm0881038","['nm0000102', 'nm0911542', 'nm0343447']",7.2,107029.0
6318,tt0040725,The Red Shoes,The Red Shoes,0,1948,134,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"nm0696247,nm0003836","nm0026153,nm0696247,nm0935773,nm0003836","['nm0906932', 'nm0330961']",8.3,24270.0
6319,tt0218433,Me & Isaac Newton,Me & Isaac Newton,0,1999,\N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,nm0000776,\N,['nm0020885'],6.4,139.0
6320,tt0057413,The Pink Panther,The Pink Panther,0,1963,115,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,nm0001175,"nm0725009,nm0001175","['nm0000057', 'nm0000634', 'nm0001822']",7.2,44112.0
6321,tt0075066,The Pink Panther Strikes Again,The Pink Panther Strikes Again,0,1976,103,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,nm0001175,"nm0907186,nm0001175","['nm0000634', 'nm0007042', 'nm0477297']",7.2,25302.0
6322,tt0088944,Commando,Commando,0,1985,90,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,nm0504495,"nm0517188,nm0918861,nm0211823","['nm0000216', 'nm0000445', 'nm0920460']",6.7,132166.0
6323,tt0079073,Dracula,Dracula,0,1979,109,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,nm0000824,"nm0725379,nm0213019,nm0049721,nm0831290","['nm0001449', 'nm0000059', 'nm0000587']",6.5,8076.0
6324,tt0068361,The Discreet Charm of the Bourgeoisie,Le charme discret de la bourgeoisie,0,1972,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0000320,"nm0000320,nm0140643","['nm0721073', 'nm0291289']",7.9,33164.0
6325,tt0120472,Waco: The Rules of Engagement,Waco: The Rules of Engagement,0,1997,136,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,nm0311086,"nm0311086,nm0317516,nm0574090",['nm0317516'],8.0,2951.0
6326,tt0235060,The Road Home,Wo de fu qin mu qin,0,1999,89,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,nm0955443,nm0052614,"['nm0838944', 'nm0955613']",7.8,11594.0
6327,tt0044741,Ikiru,Ikiru,0,1952,143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0000041,"nm0000041,nm0368074,nm0644823","['nm0793766', 'nm0437520', 'nm0385443', 'nm0848984']",8.3,57696.0
6328,tt0099040,An Angel at My Table,An Angel at My Table,0,1990,158,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0001005,"nm0289737,nm0428630",,7.6,5853.0
6329,tt0309061,War Photographer,War Photographer,0,2001,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,nm0293726,\N,"['nm1126901', 'nm1266208']",8.0,3668.0
6330,tt0101025,"¡Ay, Carmela!","¡Ay, Carmela!",0,1990,102,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,nm0767022,"nm0044156,nm0761117,nm0767022","['nm0657004', 'nm0225916', 'nm0211089']",7.3,2175.0
6331,tt0311356,War and Peace,Jang Aur Aman,0,2002,148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,nm0666674,nm0666674,['nm0666674'],7.9,107.0
6332,tt0258242,Far,Loin,0,2001,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0029242,"nm0029242,nm0072364,nm0018875,nm0069900","['nm0725794', 'nm0357293']",7.0,493.0
6333,tt0104504,Incident at Oglala,Incident at Oglala,0,1992,89,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,nm0000776,\N,['nm0000602'],7.6,976.0
6334,tt0114176,Prerokbe Ognja,Prerokbe Ognja,0,1996,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,nm0072586,nm0072586,,8.9,77.0
6335,tt0099731,The Handmaid's Tale,The Handmaid's Tale,0,1990,109,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,nm0772522,"nm0041194,nm0056217",['nm0001644'],6.0,7446.0
6336,tt0308808,Revolution OS,Revolution OS,0,2001,85,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,nm1126861,nm1126861,,7.3,2281.0
6337,tt0264802,Live Nude Girls Unite!,Live Nude Girls Unite!,0,2000,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"nm0298586,nm0703300","nm0298586,nm0703300",,6.5,453.0
6338,tt0120584,All the Little Animals,All the Little Animals,0,1998,112,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,nm0859016,"nm0858811,nm0358207","['nm0000457', 'nm0000288', 'nm0073137', 'nm0269077']",7.0,2503.0
6339,tt0150433,Earth,Earth,0,1998,110,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,nm0576548,"nm0576548,nm0796591","['nm0451148', 'nm0451391']",7.8,6879.0
6340,tt0116308,Fire,Fire,0,1996,108,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,nm0576548,nm0576548,,7.3,5309.0
6341,tt0067445,Death in Venice,Morte a Venezia,0,1971,130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0899581,"nm0003407,nm0899581,nm0045938","['nm0001958', 'nm0885123', 'nm0122780']",7.5,16367.0
6342,tt0266747,Marci X,Marci X,0,2003,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0000907,nm0397411,"['nm0001834', 'nm0000907']",2.8,4858.0
6343,tt0288045,The Medallion,The Medallion,0,2003,88,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,nm0150906,"nm0156434,nm1424658,nm0150906,nm0923932,nm0004214","['nm0000329', 'nm0262968', 'nm0001696']",5.2,35822.0
6344,tt0270980,My Boss's Daughter,My Boss's Daughter,0,2003,86,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,nm0001878,nm0233563,"['nm0005110', 'nm0725200']",4.7,26650.0
6345,tt0286476,Autumn Spring,Babí léto,0,2001,100,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,nm0584630,nm0399110,"['nm0111003', 'nm0956938', 'nm0895384']",7.6,1652.0
6346,tt0357470,The Battle of Shaker Heights,The Battle of Shaker Heights,0,2003,79,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,"nm0003768,nm0710272",nm0066464,"['nm0479471', 'nm0711805', 'nm0609845']",6.1,4049.0
6347,tt0284491,Don't Tempt Me,Sin noticias de Dios,0,2001,112,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,nm0246503,nm0246503,"['nm2651617', 'nm0315997']",6.5,5108.0
6348,tt0243232,Dust,Dust,0,2001,127,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,nm0541391,nm0541391,"['nm0001212', 'nm0920992', 'nm0504412']",6.7,1998.0
6349,tt0293685,Venus Boyz,Venus Boyz,0,2002,102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,nm0062425,nm0062425,,4.9,398.0
6350,tt0324158,Suddenly,Tan de repente,0,2002,92,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,nm1195308,"nm1193600,nm1195308,nm1198525,nm1253289",,6.4,783.0
6351,tt0301470,Jeepers Creepers 2,Jeepers Creepers 2,0,2003,104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,nm0759207,nm0759207,"['nm0106534', 'nm0936403', 'nm0616068']",5.6,53660.0
6352,tt0303785,Bollywood/Hollywood,Bollywood/Hollywood,0,2002,105,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,nm0576548,nm0576548,['nm0451391'],6.0,2382.0
6353,tt0326806,Civil Brand,Civil Brand,0,2002,95,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,nm0056006,"nm0926211,nm0507393",['nm0080049'],5.4,632.0
6354,tt0317950,Nola,Nola,0,2003,97,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,nm1165224,nm1165224,"['nm0000874', 'nm0197647', 'nm0160630']",5.4,375.0
6355,tt0301684,Once Upon a Time in the Midlands,Once Upon a Time in the Midlands,0,2002,104,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,nm0276349,"nm0292211,nm0276349","['nm0001015', 'nm0406975']",6.2,3862.0
6356,tt0301524,The Other Side of the Bed,El otro lado de la cama,0,2002,114,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,nm0554880,nm0785515,"['nm0022764', 'nm0865950']",6.6,5025.0
6357,tt0365960,Zero Day,Zero Day,0,2003,92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm1397579,"nm1397579,nm1426544","['nm1399048', 'nm1399869', 'nm2712534']",7.3,3790.0
6358,tt0325258,Dickie Roberts: Former Child Star,Dickie Roberts: Former Child Star,0,2003,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0918873,"nm0937748,nm0005450","['nm0005450', 'nm0081572']",5.6,12806.0
6359,tt0304711,The Order,The Order,0,2003,102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,nm0001338,nm0001338,"['nm0005132', 'nm0004692', 'nm0299811']",5.2,16221.0
6360,tt0264689,Home Room,Home Room,0,2002,133,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,nm0752783,nm0752783,"['nm0001255', 'nm0768620']",7.3,3092.0
6361,tt0320244,Party Monster,Party Monster,0,2003,98,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,"nm0053190,nm0047259","nm0047259,nm0053190,nm1306654","['nm0000346', 'nm0190497', 'nm0001293']",6.3,14069.0
6362,tt0260414,Taking Sides,Taking Sides,0,2001,108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,nm0843640,nm0367838,"['nm0000172', 'nm0001745', 'nm0001953']",7.2,2992.0
6363,tt0303816,Cabin Fever,Cabin Fever,0,2002,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,nm0744834,"nm0744834,nm0669132","['nm0835045', 'nm0004867']",5.6,69623.0
6364,tt0325805,Matchstick Men,Matchstick Men,0,2003,116,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,nm0000631,"nm1201715,nm1206007,nm0341372","['nm0000115', 'nm0005377', 'nm0022883']",7.3,117293.0
6365,tt0285823,Once Upon a Time in Mexico,Once Upon a Time in Mexico,0,2003,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,nm0001675,nm0001675,"['nm0000104', 'nm0000136', 'nm0000353']",6.4,144276.0
6366,tt0246592,Dummy,Dummy,0,2002,91,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,nm0698119,nm0698119,['nm0004778'],6.8,6188.0
6367,tt0335266,Lost in Translation,Lost in Translation,0,2003,102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0001068,nm0001068,"['nm0000195', 'nm0000610']",7.8,370648.0
6368,tt0325761,Luster,Luster,0,2002,92,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,nm0507185,"nm1418756,nm0507185","['nm0381201', 'nm0943519', 'nm0694615']",5.5,1076.0
6369,tt0291350,Millennium Actress,Sennen joyû,0,2001,87,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,nm0464804,"nm0464804,nm0613444",['nm0959936'],7.9,19208.0
6370,tt0300620,So Close,Xi yang tian shi,0,2002,111,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0477035,nm0311508,['nm1046846'],6.7,6955.0
6371,tt0103957,Children of the Night,Children of the Night,0,1991,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,nm0709752,"nm0265826,nm0394304,nm0709752,nm0916852",['nm0217938'],4.6,837.0
6372,tt0071385,Daisy Miller,Daisy Miller,0,1974,91,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,nm0000953,"nm0710698,nm0416556",['nm0113077'],6.1,968.0
6373,tt0177749,Enlightenment Guaranteed,Erleuchtung garantiert,0,1999,109,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,nm0246903,"nm0246903,nm0821164","['nm0643805', 'nm0944233']",7.1,1218.0
6374,tt0089222,Gotcha!,Gotcha!,0,1985,101,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0437596,"nm0378146,nm0330108","['nm0000381', 'nm0006987', 'nm0733678']",6.2,6231.0
6375,tt0087384,Hard to Hold,Hard to Hold,0,1984,93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0670282,"nm0373320,nm0745330","['nm0819782', 'nm0758692']",4.8,533.0
6376,tt0104647,Kuffs,Kuffs,0,1992,102,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,nm0262595,"nm0262595,nm0317279","['nm0000225', 'nm0006846', 'nm0390585']",5.9,9038.0
6377,tt0103285,Once Upon a Time in China,Wong Fei Hung,0,1991,134,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nm0007139,"nm0504935,nm0849283,nm0007139,nm0950699","['nm0001472', 'nm0950707', 'nm0156484']",7.4,15824.0
6378,tt0105839,Once Upon a Time in China II,Wong Fei Hung II: Nam yee tung chi keung,0,1992,113,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nm0007139,"nm0150909,nm0848826,nm0007139","['nm0001472', 'nm0161275', 'nm0156955']",7.5,8287.0
6379,tt0108592,Once Upon a Time in China III,Wong Fei Hung III: Si wong jaang ba,0,1992,109,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nm0007139,"nm0150909,nm0848826,nm0007139","['nm0001472', 'nm0161275', 'nm0944578']",6.8,5856.0
6380,tt0070510,Paper Moon,Paper Moon,0,1973,102,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,nm0000953,"nm0113872,nm0765091","['nm0641939', 'nm0384916']",8.1,37604.0
6381,tt0078239,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Pepper's Lonely Hearts Club Band,0,1978,113,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,nm0776317,"nm0250039,nm0641415,nm0906091","['nm0289759', 'nm0002956', 'nm0316471', 'nm0316465']",4.0,5512.0
6382,tt0257215,A Song for Martin,En sång för Martin,0,2001,117,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,nm0000806,"nm0000806,nm0410694","['nm0938623', 'nm0117429']",7.0,1026.0
6383,tt0063671,Targets,Targets,0,1968,90,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,nm0000953,"nm0000953,nm0686895,nm0002087","['nm0641517', 'nm0000472', 'nm0113769']",7.4,7153.0
6384,tt0056632,The Ugly American,The Ugly American,0,1963,120,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,nm0257698,"nm0496467,nm0120969,nm0827856","['nm0000008', 'nm0645402', 'nm0385757']",6.7,1659.0
6385,tt0086992,The Bostonians,The Bostonians,0,1984,122,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,nm0412465,"nm0416556,nm0695609",['nm0001659'],6.3,1619.0
6386,tt0077369,Convoy,Convoy,0,1978,110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,nm0001603,"nm0636165,nm0204353,nm0295588","['nm0001434', 'nm0000308', 'nm0949350']",6.3,13484.0
6387,tt0088993,Day of the Dead,Day of the Dead,0,1985,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,nm0001681,nm0001681,"['nm0018777', 'nm0683334', 'nm0175826']",7.2,57357.0
6388,tt0064418,"Hello, Dolly!","Hello, Dolly!",0,1969,146,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0000037,"nm0829661,nm0928642,nm0499626,nm0626587","['nm0000527', 'nm0186903']",7.2,11931.0
6389,tt0283422,I'm Going Home,Je rentre à la maison,0,2001,90,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,nm0210701,"nm0210701,nm0409560,nm0663729,nm0000636,nm0004656","['nm0681566', 'nm0000518', 'nm0152647']",7.0,1588.0
6390,tt0104850,Memoirs of an Invisible Man,Memoirs of an Invisible Man,0,1992,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,nm0000118,"nm0756650,nm0171720,nm0647615,nm0001279","['nm0000331', 'nm0000554', 'nm0571106']",5.9,20270.0
6391,tt0079826,The Rose,The Rose,0,1979,125,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,nm0753073,"nm0001047,nm0325743,nm0449222,nm0941703","['nm0000869', 'nm0002078', 'nm0001765']",7.0,7176.0
6392,tt0067727,See No Evil,See No Evil,0,1971,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,nm0281507,nm0166018,['nm0047467'],6.6,2425.0
6393,tt0293624,Super Sucker,Super Sucker,0,2002,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nm0001099,"nm0001099,nm0764393","['nm0001099', 'nm0504762', 'nm0696193']",4.6,836.0
