path,filename,width,height,classe,xmin,ymin,xmax,ymax,index
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-17-35.jpg,1280,720,corneille,947,207,957,214,1178
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-17-35.jpg,1280,720,ground,960,205,970,212,1179
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-17-35.jpg,1280,720,corneille,746,249,754,256,1180
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-17-35.jpg,1280,720,ground,735,247,743,254,1181
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-17-52.jpg,1280,720,corneille,743,249,753,257,1182
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-17-52.jpg,1280,720,ground,755,247,765,255,1183
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-17-52.jpg,1280,720,corneille,695,259,701,266,1184
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-17-52.jpg,1280,720,ground,704,257,710,264,1185
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-19-49.jpg,1280,720,pigeon,1256,400,1278,422,1186
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-19-49.jpg,1280,720,ground,1231,398,1253,420,1187
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-20-05.jpg,1280,720,pigeon,1200,388,1221,402,1188
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-20-05.jpg,1280,720,ground,1177,386,1198,400,1189
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-20-05.jpg,1280,720,pigeon,135,429,166,452,1190
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-20-05.jpg,1280,720,ground,169,427,200,450,1191
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-20-05.jpg,1280,720,pigeon,92,583,143,623,1192
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-20-05.jpg,1280,720,ground,146,581,197,621,1193
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-20-05.jpg,1280,720,corneille,750,238,765,250,1194
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-20-05.jpg,1280,720,ground,732,236,747,248,1195
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-20-22.jpg,1280,720,pigeon,97,454,130,470,1196
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-20-22.jpg,1280,720,ground,133,452,166,468,1197
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-20-22.jpg,1280,720,pigeon,1074,510,1103,541,1198
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-20-22.jpg,1280,720,ground,1042,508,1071,539,1199
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-20-39.jpg,1280,720,pigeon,844,642,906,679,1200
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-20-39.jpg,1280,720,ground,778,640,840,677,1201
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-38-26.jpg,1280,720,lapin,537,296,551,309,1202
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-38-26.jpg,1280,720,ground,554,294,568,307,1203
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-38-43.jpg,1280,720,lapin,540,299,551,309,1204
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-38-43.jpg,1280,720,ground,553,297,564,307,1205
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-38-59.jpg,1280,720,lapin,580,291,592,302,1206
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-38-59.jpg,1280,720,ground,594,289,606,300,1207
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-39-16.jpg,1280,720,lapin,599,288,613,300,1208
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-39-16.jpg,1280,720,ground,616,286,630,298,1209
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-39-33.jpg,1280,720,lapin,612,286,623,302,1210
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-39-33.jpg,1280,720,ground,626,284,637,300,1211
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-39-49.jpg,1280,720,lapin,610,288,623,299,1212
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-39-49.jpg,1280,720,ground,625,286,638,297,1213
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-40-06.jpg,1280,720,lapin,611,286,620,300,1214
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-40-06.jpg,1280,720,ground,622,284,631,298,1215
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-40-23.jpg,1280,720,lapin,700,279,713,295,1216
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-40-23.jpg,1280,720,ground,715,277,728,293,1217
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-40-39.jpg,1280,720,lapin,700,284,715,295,1218
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-40-39.jpg,1280,720,ground,717,282,732,293,1219
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-40-56.jpg,1280,720,lapin,699,285,714,296,1220
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-40-56.jpg,1280,720,ground,716,283,731,294,1221
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-41-13.jpg,1280,720,lapin,701,280,713,295,1222
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-41-13.jpg,1280,720,ground,715,278,727,293,1223
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-41-30.jpg,1280,720,lapin,703,280,713,297,1224
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-41-30.jpg,1280,720,ground,715,278,725,295,1225
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-41-46.jpg,1280,720,lapin,706,282,713,299,1226
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-41-46.jpg,1280,720,ground,715,280,722,297,1227
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-42-03.jpg,1280,720,lapin,1057,240,1077,256,1228
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_04-42-03.jpg,1280,720,ground,1079,238,1099,254,1229
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_05-11-49.jpg,1280,720,corneille,1192,288,1203,299,1230
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_05-11-49.jpg,1280,720,ground,1179,286,1190,297,1231
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-02-44.jpg,1280,720,lapin,746,257,754,265,1232
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-02-44.jpg,1280,720,ground,736,255,744,263,1233
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-03-01.jpg,1280,720,lapin,744,258,751,265,1234
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-03-01.jpg,1280,720,ground,736,256,743,263,1235
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-03-17.jpg,1280,720,lapin,736,254,742,265,1236
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-03-17.jpg,1280,720,ground,744,252,750,263,1237
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-03-34.jpg,1280,720,lapin,734,254,743,266,1238
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-03-34.jpg,1280,720,ground,745,252,754,264,1239
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-03-51.jpg,1280,720,lapin,699,260,708,269,1240
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-03-51.jpg,1280,720,ground,689,258,698,267,1241
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-04-08.jpg,1280,720,lapin,698,260,707,270,1242
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-04-08.jpg,1280,720,ground,687,258,696,268,1243
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-04-24.jpg,1280,720,lapin,699,258,706,269,1244
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-04-24.jpg,1280,720,ground,690,256,697,267,1245
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-04-41.jpg,1280,720,lapin,691,261,698,271,1246
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-04-41.jpg,1280,720,ground,700,259,707,269,1247
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-04-58.jpg,1280,720,lapin,693,261,699,272,1248
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-04-58.jpg,1280,720,ground,685,259,691,270,1249
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-05-14.jpg,1280,720,lapin,693,259,700,274,1250
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-05-14.jpg,1280,720,ground,701,257,708,272,1251
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-05-31.jpg,1280,720,lapin,544,275,558,285,1252
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_06-05-31.jpg,1280,720,ground,561,273,575,283,1253
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-02-17.jpg,1280,720,autre,155,241,179,256,1254
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-02-17.jpg,1280,720,ground,181,239,205,254,1255
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-35-41.jpg,1280,720,corneille,835,246,842,253,1256
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-35-41.jpg,1280,720,ground,844,244,851,251,1257
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-35-57.jpg,1280,720,corneille,782,255,788,262,1258
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-35-57.jpg,1280,720,ground,774,253,780,260,1259
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-35-57.jpg,1280,720,corneille,856,244,865,252,1260
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-35-57.jpg,1280,720,ground,846,242,855,250,1261
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-36-14.jpg,1280,720,corneille,857,244,865,251,1262
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-36-14.jpg,1280,720,ground,867,242,875,249,1263
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-36-14.jpg,1280,720,corneille,811,253,822,260,1264
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-36-14.jpg,1280,720,ground,798,251,809,258,1265
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-36-31.jpg,1280,720,corneille,858,243,865,251,1266
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-36-31.jpg,1280,720,ground,867,241,874,249,1267
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-36-31.jpg,1280,720,corneille,817,254,825,260,1268
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-36-31.jpg,1280,720,ground,806,252,814,258,1269
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-36-47.jpg,1280,720,corneille,858,245,865,251,1270
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-36-47.jpg,1280,720,ground,849,243,856,249,1271
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-04.jpg,1280,720,corneille,807,255,816,261,1272
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-04.jpg,1280,720,ground,796,253,805,259,1273
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-04.jpg,1280,720,corneille,857,243,865,251,1274
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-04.jpg,1280,720,ground,866,241,874,249,1275
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-21.jpg,1280,720,corneille,800,256,807,263,1276
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-21.jpg,1280,720,ground,791,254,798,261,1277
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-21.jpg,1280,720,corneille,857,244,866,250,1278
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-21.jpg,1280,720,ground,868,242,877,248,1279
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-21.jpg,1280,720,corneille,696,258,705,263,1280
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-21.jpg,1280,720,ground,684,256,693,261,1281
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-38.jpg,1280,720,corneille,857,243,865,250,1282
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-38.jpg,1280,720,ground,867,242,875,249,1283
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-38.jpg,1280,720,corneille,753,264,760,269,1284
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-38.jpg,1280,720,ground,744,262,751,267,1285
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-54.jpg,1280,720,corneille,858,243,864,252,1286
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-54.jpg,1280,720,ground,865,241,871,250,1287
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-54.jpg,1280,720,corneille,656,266,663,272,1288
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-54.jpg,1280,720,ground,647,264,654,270,1289
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-54.jpg,1280,720,corneille,755,262,764,269,1290
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-37-54.jpg,1280,720,ground,745,260,754,267,1291
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-11.jpg,1280,720,corneille,858,243,867,251,1292
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-11.jpg,1280,720,ground,868,241,877,249,1293
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-11.jpg,1280,720,corneille,724,267,732,273,1294
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-11.jpg,1280,720,ground,714,265,722,271,1295
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-28.jpg,1280,720,corneille,860,243,868,252,1296
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-28.jpg,1280,720,ground,850,241,858,250,1297
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-28.jpg,1280,720,corneille,706,269,713,275,1298
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-28.jpg,1280,720,ground,697,267,704,273,1299
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-28.jpg,1280,720,corneille,544,282,550,289,1300
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-28.jpg,1280,720,ground,536,280,542,287,1301
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-44.jpg,1280,720,corneille,555,284,561,290,1302
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-44.jpg,1280,720,ground,563,282,569,288,1303
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-44.jpg,1280,720,corneille,701,271,711,278,1304
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-44.jpg,1280,720,ground,689,269,699,276,1305
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-44.jpg,1280,720,corneille,880,241,886,248,1306
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-38-44.jpg,1280,720,ground,872,239,878,246,1307
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-01.jpg,1280,720,corneille,649,276,658,283,1308
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-01.jpg,1280,720,ground,639,274,648,281,1309
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-01.jpg,1280,720,corneille,888,240,894,248,1310
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-01.jpg,1280,720,ground,880,238,886,246,1311
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-01.jpg,1280,720,corneille,761,251,768,257,1312
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-01.jpg,1280,720,ground,752,249,759,255,1313
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-18.jpg,1280,720,corneille,644,278,652,283,1314
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-18.jpg,1280,720,ground,634,276,642,281,1315
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-18.jpg,1280,720,corneille,888,241,896,248,1316
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-18.jpg,1280,720,ground,878,239,886,246,1317
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-34.jpg,1280,720,corneille,888,241,894,248,1318
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-34.jpg,1280,720,ground,880,239,886,246,1319
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-51.jpg,1280,720,corneille,698,273,706,281,1320
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-51.jpg,1280,720,ground,688,271,696,279,1321
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-51.jpg,1280,720,corneille,888,240,897,249,1322
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-39-51.jpg,1280,720,ground,878,238,887,247,1323
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-40-08.jpg,1280,720,corneille,889,240,896,248,1324
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-40-08.jpg,1280,720,ground,880,238,887,246,1325
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-40-08.jpg,1280,720,corneille,700,273,706,281,1326
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-40-08.jpg,1280,720,ground,692,271,698,279,1327
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-40-24.jpg,1280,720,corneille,889,240,898,248,1328
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-40-24.jpg,1280,720,ground,878,238,887,246,1329
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-40-41.jpg,1280,720,corneille,890,241,896,249,1330
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-40-41.jpg,1280,720,ground,882,239,888,247,1331
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-41-31.jpg,1280,720,corneille,753,267,763,273,1332
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-41-31.jpg,1280,720,ground,742,265,752,271,1333
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-42-05.jpg,1280,720,corneille,843,257,851,265,1334
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_07-42-05.jpg,1280,720,ground,833,255,841,263,1335
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-21-19.jpg,1280,720,faisan,423,595,564,663,1336
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-21-19.jpg,1280,720,ground,567,593,708,661,1337
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-21-36.jpg,1280,720,faisan,688,505,753,553,1338
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-21-36.jpg,1280,720,ground,755,503,820,551,1339
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-21-36.jpg,1280,720,faisan,852,539,1005,636,1340
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-21-36.jpg,1280,720,ground,1008,537,1161,634,1341
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-21-52.jpg,1280,720,faisan,768,485,832,546,1342
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-21-52.jpg,1280,720,ground,701,483,765,544,1343
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-21-52.jpg,1280,720,faisan,878,535,1005,635,1344
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-21-52.jpg,1280,720,ground,1008,533,1135,633,1345
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-22-09.jpg,1280,720,faisan,849,519,918,566,1346
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-22-09.jpg,1280,720,ground,777,517,846,564,1347
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-22-09.jpg,1280,720,faisan,922,588,1093,642,1348
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-22-09.jpg,1280,720,ground,748,586,919,640,1349
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-22-42.jpg,1280,720,faisan,934,556,1066,645,1350
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-22-42.jpg,1280,720,ground,800,554,932,643,1351
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-22-59.jpg,1280,720,faisan,942,550,1067,644,1352
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-22-59.jpg,1280,720,ground,814,548,939,642,1353
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-23-16.jpg,1280,720,faisan,779,504,861,575,1354
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-23-16.jpg,1280,720,ground,694,502,776,573,1355
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-23-33.jpg,1280,720,faisan,486,454,537,500,1356
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-23-33.jpg,1280,720,ground,433,452,484,498,1357
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-23-33.jpg,1280,720,faisan,970,541,1054,615,1358
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-23-33.jpg,1280,720,ground,884,539,968,613,1359
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-24-06.jpg,1280,720,faisan,315,472,365,512,1360
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-24-06.jpg,1280,720,ground,262,470,312,510,1361
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-24-06.jpg,1280,720,faisan,414,450,477,493,1362
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-24-06.jpg,1280,720,ground,480,448,543,491,1363
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-24-23.jpg,1280,720,faisan,82,495,147,534,1364
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-24-23.jpg,1280,720,ground,149,493,214,532,1365
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-33-33.jpg,1280,720,faisan,359,494,416,525,1366
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-33-33.jpg,1280,720,ground,418,492,475,523,1367
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-33-50.jpg,1280,720,faisan,59,561,143,606,1368
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-33-50.jpg,1280,720,ground,146,559,230,604,1369
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-34-07.jpg,1280,720,faisan,931,497,1046,580,1370
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-34-07.jpg,1280,720,ground,812,495,927,578,1371
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-34-24.jpg,1280,720,faisan,1110,525,1263,567,1372
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_08-34-24.jpg,1280,720,ground,955,523,1108,565,1373
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-20-19.jpg,1280,720,faisan,1177,427,1241,505,1374
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-20-19.jpg,1280,720,ground,1111,425,1175,503,1375
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-20-35.jpg,1280,720,faisan,1170,419,1232,501,1376
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-20-35.jpg,1280,720,ground,1106,417,1168,499,1377
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-20-52.jpg,1280,720,faisan,1207,363,1254,401,1378
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-20-52.jpg,1280,720,ground,1158,361,1205,399,1379
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-21-09.jpg,1280,720,faisan,1268,304,1280,332,1380
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-21-09.jpg,1280,720,ground,1254,302,1266,330,1381
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-21-26.jpg,1280,720,faisan,1168,290,1205,316,1382
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-21-26.jpg,1280,720,ground,1129,288,1166,314,1383
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-21-42.jpg,1280,720,faisan,1042,285,1075,313,1384
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-21-42.jpg,1280,720,ground,1007,283,1040,311,1385
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-21-59.jpg,1280,720,faisan,877,301,899,320,1386
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-21-59.jpg,1280,720,ground,854,299,876,318,1387
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-22-16.jpg,1280,720,faisan,751,314,760,320,1388
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-22-16.jpg,1280,720,ground,761,312,770,318,1389
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-22-32.jpg,1280,720,faisan,594,321,613,338,1390
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-22-32.jpg,1280,720,ground,615,319,634,336,1391
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-22-49.jpg,1280,720,faisan,492,325,503,338,1392
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-22-49.jpg,1280,720,ground,504,323,515,336,1393
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-23-06.jpg,1280,720,faisan,413,322,425,335,1394
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_09-23-06.jpg,1280,720,ground,427,320,439,333,1395
