path,filename,width,height,classe,xmin,ymin,xmax,ymax,index,imagetteName
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-55-40.jpg,1280,720,ground,360,339,369,352,1434,image_2019-06-15_11-55-40_ground_1434.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-55-56.jpg,1280,720,corneille,305,362,317,373,1435,image_2019-06-15_11-55-56_corneille_1435.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-55-56.jpg,1280,720,ground,291,360,303,371,1436,image_2019-06-15_11-55-56_ground_1436.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-55-56.jpg,1280,720,corneille,391,338,409,347,1437,image_2019-06-15_11-55-56_corneille_1437.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-55-56.jpg,1280,720,ground,371,336,389,345,1438,image_2019-06-15_11-55-56_ground_1438.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-13.jpg,1280,720,corneille,234,376,249,389,1439,image_2019-06-15_11-56-13_corneille_1439.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-13.jpg,1280,720,ground,217,374,232,387,1440,image_2019-06-15_11-56-13_ground_1440.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-13.jpg,1280,720,corneille,332,344,346,359,1441,image_2019-06-15_11-56-13_corneille_1441.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-13.jpg,1280,720,ground,348,342,362,357,1442,image_2019-06-15_11-56-13_ground_1442.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-30.jpg,1280,720,corneille,292,392,316,404,1443,image_2019-06-15_11-56-30_corneille_1443.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-30.jpg,1280,720,ground,290,407,314,419,1444,image_2019-06-15_11-56-30_ground_1444.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-30.jpg,1280,720,corneille,475,360,495,375,1445,image_2019-06-15_11-56-30_corneille_1445.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-30.jpg,1280,720,ground,453,358,473,373,1446,image_2019-06-15_11-56-30_ground_1446.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-30.jpg,1280,720,corneille,299,353,313,365,1447,image_2019-06-15_11-56-30_corneille_1447.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-30.jpg,1280,720,ground,314,351,328,363,1448,image_2019-06-15_11-56-30_ground_1448.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-30.jpg,1280,720,corneille,231,362,248,374,1449,image_2019-06-15_11-56-30_corneille_1449.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-30.jpg,1280,720,ground,212,360,229,372,1450,image_2019-06-15_11-56-30_ground_1450.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-47.jpg,1280,720,corneille,692,335,711,349,1451,image_2019-06-15_11-56-47_corneille_1451.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-47.jpg,1280,720,ground,672,333,691,347,1452,image_2019-06-15_11-56-47_ground_1452.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-47.jpg,1280,720,corneille,216,374,234,387,1453,image_2019-06-15_11-56-47_corneille_1453.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-47.jpg,1280,720,ground,197,372,215,385,1454,image_2019-06-15_11-56-47_ground_1454.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-47.jpg,1280,720,corneille,301,349,315,365,1455,image_2019-06-15_11-56-47_corneille_1455.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-47.jpg,1280,720,ground,286,347,300,363,1456,image_2019-06-15_11-56-47_ground_1456.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-47.jpg,1280,720,corneille,296,389,319,403,1457,image_2019-06-15_11-56-47_corneille_1457.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-56-47.jpg,1280,720,ground,321,387,344,401,1458,image_2019-06-15_11-56-47_ground_1458.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-03.jpg,1280,720,corneille,293,393,308,407,1459,image_2019-06-15_11-57-03_corneille_1459.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-03.jpg,1280,720,ground,277,391,292,405,1460,image_2019-06-15_11-57-03_ground_1460.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-03.jpg,1280,720,corneille,316,356,333,365,1461,image_2019-06-15_11-57-03_corneille_1461.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-03.jpg,1280,720,ground,297,354,314,363,1462,image_2019-06-15_11-57-03_ground_1462.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-03.jpg,1280,720,corneille,379,348,392,362,1463,image_2019-06-15_11-57-03_corneille_1463.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-03.jpg,1280,720,ground,394,346,407,360,1464,image_2019-06-15_11-57-03_ground_1464.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-03.jpg,1280,720,corneille,975,291,990,301,1465,image_2019-06-15_11-57-03_corneille_1465.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-03.jpg,1280,720,ground,992,289,1007,299,1466,image_2019-06-15_11-57-03_ground_1466.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-20.jpg,1280,720,corneille,290,363,303,374,1467,image_2019-06-15_11-57-20_corneille_1467.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-20.jpg,1280,720,ground,275,361,288,372,1468,image_2019-06-15_11-57-20_ground_1468.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-20.jpg,1280,720,corneille,390,384,404,397,1469,image_2019-06-15_11-57-20_corneille_1469.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-20.jpg,1280,720,ground,375,382,389,395,1470,image_2019-06-15_11-57-20_ground_1470.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-20.jpg,1280,720,corneille,465,328,477,339,1471,image_2019-06-15_11-57-20_corneille_1471.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-20.jpg,1280,720,ground,451,326,463,337,1472,image_2019-06-15_11-57-20_ground_1472.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-20.jpg,1280,720,corneille,1115,254,1127,268,1473,image_2019-06-15_11-57-20_corneille_1473.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-20.jpg,1280,720,ground,1101,252,1113,266,1474,image_2019-06-15_11-57-20_ground_1474.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-37.jpg,1280,720,corneille,1122,246,1134,256,1475,image_2019-06-15_11-57-37_corneille_1475.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-37.jpg,1280,720,ground,1109,244,1121,254,1476,image_2019-06-15_11-57-37_ground_1476.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-37.jpg,1280,720,corneille,237,373,252,385,1477,image_2019-06-15_11-57-37_corneille_1477.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-37.jpg,1280,720,ground,220,371,235,383,1478,image_2019-06-15_11-57-37_ground_1478.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-37.jpg,1280,720,corneille,292,410,318,424,1479,image_2019-06-15_11-57-37_corneille_1479.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-37.jpg,1280,720,ground,264,408,290,422,1480,image_2019-06-15_11-57-37_ground_1480.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-37.jpg,1280,720,corneille,420,327,428,340,1481,image_2019-06-15_11-57-37_corneille_1481.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-37.jpg,1280,720,ground,411,325,419,338,1482,image_2019-06-15_11-57-37_ground_1482.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-53.jpg,1280,720,corneille,28,461,39,471,1483,image_2019-06-15_11-57-53_corneille_1483.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-53.jpg,1280,720,ground,41,459,52,469,1484,image_2019-06-15_11-57-53_ground_1484.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-53.jpg,1280,720,corneille,294,407,318,424,1485,image_2019-06-15_11-57-53_corneille_1485.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-53.jpg,1280,720,ground,319,405,343,422,1486,image_2019-06-15_11-57-53_ground_1486.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-53.jpg,1280,720,corneille,222,372,240,387,1487,image_2019-06-15_11-57-53_corneille_1487.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-53.jpg,1280,720,ground,202,370,220,385,1488,image_2019-06-15_11-57-53_ground_1488.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-53.jpg,1280,720,corneille,376,328,383,338,1489,image_2019-06-15_11-57-53_corneille_1489.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-53.jpg,1280,720,ground,368,326,375,336,1490,image_2019-06-15_11-57-53_ground_1490.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-53.jpg,1280,720,corneille,1178,224,1186,237,1491,image_2019-06-15_11-57-53_corneille_1491.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-57-53.jpg,1280,720,ground,1168,222,1176,235,1492,image_2019-06-15_11-57-53_ground_1492.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-10.jpg,1280,720,corneille,1194,214,1204,225,1493,image_2019-06-15_11-58-10_corneille_1493.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-10.jpg,1280,720,ground,1183,212,1193,223,1494,image_2019-06-15_11-58-10_ground_1494.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-10.jpg,1280,720,corneille,453,311,464,319,1495,image_2019-06-15_11-58-10_corneille_1495.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-10.jpg,1280,720,ground,440,309,451,317,1496,image_2019-06-15_11-58-10_ground_1496.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-10.jpg,1280,720,corneille,221,387,241,397,1497,image_2019-06-15_11-58-10_corneille_1497.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-10.jpg,1280,720,ground,242,385,262,395,1498,image_2019-06-15_11-58-10_ground_1498.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-10.jpg,1280,720,corneille,222,412,249,429,1499,image_2019-06-15_11-58-10_corneille_1499.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-10.jpg,1280,720,ground,251,410,278,427,1500,image_2019-06-15_11-58-10_ground_1500.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-10.jpg,1280,720,corneille,91,490,100,500,1501,image_2019-06-15_11-58-10_corneille_1501.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-10.jpg,1280,720,ground,80,488,89,498,1502,image_2019-06-15_11-58-10_ground_1502.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-27.jpg,1280,720,corneille,148,538,169,559,1503,image_2019-06-15_11-58-27_corneille_1503.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-27.jpg,1280,720,ground,126,536,147,557,1504,image_2019-06-15_11-58-27_ground_1504.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-27.jpg,1280,720,corneille,189,428,203,442,1505,image_2019-06-15_11-58-27_corneille_1505.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-27.jpg,1280,720,ground,173,426,187,440,1506,image_2019-06-15_11-58-27_ground_1506.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-27.jpg,1280,720,corneille,219,385,235,397,1507,image_2019-06-15_11-58-27_corneille_1507.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-27.jpg,1280,720,ground,200,383,216,395,1508,image_2019-06-15_11-58-27_ground_1508.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-27.jpg,1280,720,corneille,514,299,522,312,1509,image_2019-06-15_11-58-27_corneille_1509.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-27.jpg,1280,720,ground,505,297,513,310,1510,image_2019-06-15_11-58-27_ground_1510.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-43.jpg,1280,720,corneille,124,446,159,460,1511,image_2019-06-15_11-58-43_corneille_1511.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-43.jpg,1280,720,ground,87,444,122,458,1512,image_2019-06-15_11-58-43_ground_1512.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-43.jpg,1280,720,corneille,213,387,231,398,1513,image_2019-06-15_11-58-43_corneille_1513.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-43.jpg,1280,720,ground,193,385,211,396,1514,image_2019-06-15_11-58-43_ground_1514.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-43.jpg,1280,720,corneille,485,494,497,513,1515,image_2019-06-15_11-58-43_corneille_1515.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-43.jpg,1280,720,ground,471,492,483,511,1516,image_2019-06-15_11-58-43_ground_1516.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-43.jpg,1280,720,corneille,780,298,789,311,1517,image_2019-06-15_11-58-43_corneille_1517.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-43.jpg,1280,720,ground,770,296,779,309,1518,image_2019-06-15_11-58-43_ground_1518.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-43.jpg,1280,720,corneille,522,299,530,308,1519,image_2019-06-15_11-58-43_corneille_1519.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-58-43.jpg,1280,720,ground,512,297,520,306,1520,image_2019-06-15_11-58-43_ground_1520.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-00.jpg,1280,720,corneille,198,446,233,462,1521,image_2019-06-15_11-59-00_corneille_1521.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-00.jpg,1280,720,ground,161,444,196,460,1522,image_2019-06-15_11-59-00_ground_1522.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-00.jpg,1280,720,corneille,204,388,215,402,1523,image_2019-06-15_11-59-00_corneille_1523.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-00.jpg,1280,720,ground,192,386,203,400,1524,image_2019-06-15_11-59-00_ground_1524.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-00.jpg,1280,720,corneille,751,261,756,267,1525,image_2019-06-15_11-59-00_corneille_1525.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-00.jpg,1280,720,ground,744,259,749,265,1526,image_2019-06-15_11-59-00_ground_1526.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-00.jpg,1280,720,corneille,988,384,1007,395,1527,image_2019-06-15_11-59-00_corneille_1527.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-00.jpg,1280,720,ground,968,382,987,393,1528,image_2019-06-15_11-59-00_ground_1528.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-17.jpg,1280,720,corneille,86,395,110,416,1529,image_2019-06-15_11-59-17_corneille_1529.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-17.jpg,1280,720,ground,60,393,84,414,1530,image_2019-06-15_11-59-17_ground_1530.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-17.jpg,1280,720,corneille,237,452,265,466,1531,image_2019-06-15_11-59-17_corneille_1531.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-17.jpg,1280,720,ground,207,450,235,464,1532,image_2019-06-15_11-59-17_ground_1532.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-17.jpg,1280,720,corneille,954,518,980,556,1533,image_2019-06-15_11-59-17_corneille_1533.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-17.jpg,1280,720,ground,926,516,952,554,1534,image_2019-06-15_11-59-17_ground_1534.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-17.jpg,1280,720,corneille,1159,417,1171,430,1535,image_2019-06-15_11-59-17_corneille_1535.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-17.jpg,1280,720,ground,1145,415,1157,428,1536,image_2019-06-15_11-59-17_ground_1536.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-17.jpg,1280,720,corneille,1200,480,1230,499,1537,image_2019-06-15_11-59-17_corneille_1537.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-17.jpg,1280,720,ground,1169,478,1199,497,1538,image_2019-06-15_11-59-17_ground_1538.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-17.jpg,1280,720,corneille,759,255,768,264,1539,image_2019-06-15_11-59-17_corneille_1539.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-17.jpg,1280,720,ground,748,253,757,262,1540,image_2019-06-15_11-59-17_ground_1540.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-34.jpg,1280,720,corneille,28,410,43,425,1541,image_2019-06-15_11-59-34_corneille_1541.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-34.jpg,1280,720,ground,45,408,60,423,1542,image_2019-06-15_11-59-34_ground_1542.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-34.jpg,1280,720,corneille,233,452,261,467,1543,image_2019-06-15_11-59-34_corneille_1543.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-34.jpg,1280,720,ground,203,450,231,465,1544,image_2019-06-15_11-59-34_ground_1544.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-34.jpg,1280,720,corneille,837,574,866,600,1545,image_2019-06-15_11-59-34_corneille_1545.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-34.jpg,1280,720,ground,806,572,835,598,1546,image_2019-06-15_11-59-34_ground_1546.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-50.jpg,1280,720,corneille,193,622,210,651,1547,image_2019-06-15_11-59-50_corneille_1547.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-50.jpg,1280,720,ground,174,620,191,649,1548,image_2019-06-15_11-59-50_ground_1548.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-50.jpg,1280,720,corneille,261,449,291,470,1549,image_2019-06-15_11-59-50_corneille_1549.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_11-59-50.jpg,1280,720,ground,229,447,259,468,1550,image_2019-06-15_11-59-50_ground_1550.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-00-07.jpg,1280,720,corneille,1,514,52,543,1551,image_2019-06-15_12-00-07_corneille_1551.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-00-07.jpg,1280,720,ground,54,512,106,541,1552,image_2019-06-15_12-00-07_ground_1552.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-01-30.jpg,1280,720,corneille,257,497,280,535,1553,image_2019-06-15_12-01-30_corneille_1553.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-01-30.jpg,1280,720,ground,232,495,255,533,1554,image_2019-06-15_12-01-30_ground_1554.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-01-47.jpg,1280,720,corneille,397,329,422,347,1555,image_2019-06-15_12-01-47_corneille_1555.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-01-47.jpg,1280,720,ground,371,327,396,345,1556,image_2019-06-15_12-01-47_ground_1556.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-01-47.jpg,1280,720,corneille,526,320,553,331,1557,image_2019-06-15_12-01-47_corneille_1557.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-01-47.jpg,1280,720,ground,497,318,524,329,1558,image_2019-06-15_12-01-47_ground_1558.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-01-47.jpg,1280,720,corneille,750,274,758,280,1559,image_2019-06-15_12-01-47_corneille_1559.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-01-47.jpg,1280,720,ground,740,272,748,278,1560,image_2019-06-15_12-01-47_ground_1560.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-02-04.jpg,1280,720,corneille,843,278,854,286,1561,image_2019-06-15_12-02-04_corneille_1561.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-02-04.jpg,1280,720,ground,855,276,866,284,1562,image_2019-06-15_12-02-04_ground_1562.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-02-04.jpg,1280,720,corneille,809,284,818,294,1563,image_2019-06-15_12-02-04_corneille_1563.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-02-04.jpg,1280,720,ground,798,282,807,292,1564,image_2019-06-15_12-02-04_ground_1564.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-02-04.jpg,1280,720,corneille,821,278,825,286,1565,image_2019-06-15_12-02-04_corneille_1565.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-02-04.jpg,1280,720,ground,819,268,823,276,1566,image_2019-06-15_12-02-04_ground_1566.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-02-21.jpg,1280,720,corneille,1179,224,1196,232,1567,image_2019-06-15_12-02-21_corneille_1567.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-02-21.jpg,1280,720,ground,1161,222,1178,230,1568,image_2019-06-15_12-02-21_ground_1568.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-03-27.jpg,1280,720,corneille,1194,221,1203,230,1569,image_2019-06-15_12-03-27_corneille_1569.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-03-27.jpg,1280,720,ground,1205,219,1214,228,1570,image_2019-06-15_12-03-27_ground_1570.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-04-01.jpg,1280,720,corneille,1207,236,1215,247,1571,image_2019-06-15_12-04-01_corneille_1571.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-04-01.jpg,1280,720,ground,1217,234,1225,245,1572,image_2019-06-15_12-04-01_ground_1572.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-04-17.jpg,1280,720,corneille,1266,226,1278,237,1573,image_2019-06-15_12-04-17_corneille_1573.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-04-17.jpg,1280,720,ground,1252,224,1264,235,1574,image_2019-06-15_12-04-17_ground_1574.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-04-34.jpg,1280,720,corneille,1053,235,1066,244,1575,image_2019-06-15_12-04-34_corneille_1575.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-04-34.jpg,1280,720,ground,1039,233,1052,242,1576,image_2019-06-15_12-04-34_ground_1576.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-06-31.jpg,1280,720,corneille,1068,248,1079,255,1577,image_2019-06-15_12-06-31_corneille_1577.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-06-31.jpg,1280,720,ground,1055,246,1066,253,1578,image_2019-06-15_12-06-31_ground_1578.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-06-31.jpg,1280,720,corneille,1114,236,1122,246,1579,image_2019-06-15_12-06-31_corneille_1579.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-06-31.jpg,1280,720,ground,1123,234,1131,244,1580,image_2019-06-15_12-06-31_ground_1580.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-06-48.jpg,1280,720,corneille,1066,249,1076,255,1581,image_2019-06-15_12-06-48_corneille_1581.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-06-48.jpg,1280,720,ground,1054,247,1064,253,1582,image_2019-06-15_12-06-48_ground_1582.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-07-04.jpg,1280,720,corneille,1068,249,1078,257,1583,image_2019-06-15_12-07-04_corneille_1583.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-07-04.jpg,1280,720,ground,1057,247,1067,255,1584,image_2019-06-15_12-07-04_ground_1584.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-07-21.jpg,1280,720,corneille,1057,247,1069,256,1585,image_2019-06-15_12-07-21_corneille_1585.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-07-21.jpg,1280,720,ground,1043,245,1055,254,1586,image_2019-06-15_12-07-21_ground_1586.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-14-19.jpg,1280,720,corneille,446,311,464,322,1587,image_2019-06-15_12-14-19_corneille_1587.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-14-19.jpg,1280,720,ground,427,309,445,320,1588,image_2019-06-15_12-14-19_ground_1588.JPG
./DonneesPI/timeLapsePhotos_Pi1_4,image_2019-06-15_12-14-52.jpg,1280,720,corneille,380,332,387,343,1589,image_2019-06-15_12-14-52_corneille_1589.JPG
